Unnamed: 0,Situation,emotion,empathetic_dialogues,labels,Unnamed: 5,Unnamed: 6
31832,"i came to a grocery store to pick up some stuff ,but guess who i saw?",surprised,"Customer :That awesome! Did you guys have a good time and catch up?
Agent :",sure we truly did.This was like 25 years ago,,
20361,I was checking my lottery ticket this morning and found out that I won $200. I'm going to buy myself some new video games!,surprised,"Customer :I was checking the paper this morning, and I found our that I won $200 on the lottery!
Agent :",Wow. Congratulations. What did you do with the $200?,,
1008,"My friend's parents are missionaries and therefore go to Africa all the time, so it was no big deal when I heard he was going to Samoa for a while. What I didn't know is that he was actually moving there for a few years, which I really didn't expect.",surprised,"Customer :Wow, that's quite a move. Did he say why he's staying in Samoa so long?
Agent :","I think it's because he dropped out of school here and doesn't have much reason to stay in America, since he can start a new life over there. Kinda makes me sad though, I didn't expect it at all.",,
21881,I got into a small fender bender and i was so surprised to see how expensive it is to fix a tiny scratch,surprised,"Customer :Wow!  I hate when things like that happen.  I had a similar thing where they would have to replace the whole front body for a small scratch.
Agent :","that makes no sense! Such a rip off. I told them ""no, thank you"" i'm okay with that scratch",,
26408,When my friends threw a party for my birthday.,surprised,"Customer :thats good
Agent :","I am so thankful for them, they planned a party for my birthday, I had no idea.",,
21687,I won a trip to disneyland.,surprised,"Customer :I won a trip to disneyland.
Agent :", HOW SWEET.. HAVE A GREAT TRIP ,,
1446,I was so surprized on the night of my graduation my parents bought me a new car!,surprised,"Customer :It was so geb=nerous and unexpected. Im sure you can give in ways people will love.
Agent :","You're right, and I do all of the time. What kind of car did you get?",,
12451,I tried spinach alfredo h other day and couldnt believe that I actually liked it.,surprised,"Customer :I'm not a big fan of spinach myself.
Agent :",It was delicious. I've been looking for a good recipe for myself.,,
14104,I am shocked at how fast my hair is growing these days,surprised,"Customer :I am shocked at how fast my hair is growing these days
Agent :",Really? did you use marijuana ?,,
18701,I got a invite to go camping next weekend.,surprised,"Customer :yes. I love the outdoors.
Agent :",That's a great invitation then. Will you be able to go?,,
17930,I still can't believe my dad bought me a car.,surprised,"Customer :Yes, he is very generous.
Agent :",You should be grateful for having such a caring father,,
21390,One time I bought a five dollar lottery ticket. i didn't expect to win anything but I ended up winning five hundred dollars.,surprised,"Customer :One time I bought a five dollar lottery ticket. i didn't expect to win anything but I ended up winning five hundred dollars.
Agent :",Wow! I'm actually really jealous. How did that make you feel?,,
47535,I won a  bet for $50 I had forgotten all about.,surprised,"Customer :Perfect. Must have been a nice surprise.
Agent :","Yep, Gotta love honest friends.  ",,
4952,"My husband has never planned a date on his own since we were married. This weekend he is taking me on a trip, I'm so excited.",surprised,"Customer :It can be, I also think life gets in the way sometimes. Things aren't always picture perfect as we hope.
Agent :","That is true, marriage is great in a vaccuum, but life pops the bag sometimes",,
20934,I can,t believe I like the show Power so much. I was never really into shows like that,surprised,"Customer :I don't usually like shows like that, but the writing is so good. I watch it every Sunday
Agent :",What is it about?,
20936,I can,t believe I like the show Power so much. I was never really into shows like that,surprised,"Customer :What is it about?
Agent :",Drugs. That's why I was apprehensive,
20933,I can,t believe I like the show Power so much. I was never really into shows like that,surprised,"Customer :I have really gotten into that show Power.
Agent :",I've never seen it. Why do you like it?,
20935,I can,t believe I like the show Power so much. I was never really into shows like that,surprised,"Customer :I've never seen it. Why do you like it?
Agent :","I don't usually like shows like that, but the writing is so good. I watch it every Sunday",
35868,I can,t believe my daughter taught herself how to play the ukelele. I was amazed,impressed,"Customer :she is 13. I was really impressed
Agent :","That is impressive, congrats on raising a smart kid!",
35871,I can,t believe my daughter taught herself how to play the ukelele. I was amazed,impressed,"Customer :That is impressive, congrats on raising a smart kid!
Agent :",I should pat myself on the back lol,
35869,I can,t believe my daughter taught herself how to play the ukelele. I was amazed,impressed,"Customer :I should pat myself on the back lol
Agent :","That is impressive, congrats on raising a smart kid!",
35867,I can,t believe my daughter taught herself how to play the ukelele. I was amazed,impressed,"Customer :MY daughter taught herself to play the ukelele
Agent :","Wow that is impressive, how old is she?",
35870,I can,t believe my daughter taught herself how to play the ukelele. I was amazed,impressed,"Customer :Wow that is impressive, how old is she?
Agent :",she is 13. I was really impressed,
3723,I've been watching the new stephen king show. I don,t even like scary things,terrified,"Customer :The first episode was fine but I don't thik I will go past episode three. Im terrified.
Agent :","Ohh come on its not that scary, you should watch whole season.",
3726,I've been watching the new stephen king show. I don,t even like scary things,terrified,"Customer :Ohh come on its not that scary, you should watch whole season.
Agent :",You don't know me lol,
3724,I've been watching the new stephen king show. I don,t even like scary things,terrified,"Customer :You don't know me lol
Agent :","Haha, Ok as you wish then",
3722,I've been watching the new stephen king show. I don,t even like scary things,terrified,"Customer :I don't watch scary shows, but I have been watching the new stephen king show on hulu.
Agent :","Yes, I watch the show. That is a bit scary though but not that much.",
3725,I've been watching the new stephen king show. I don,t even like scary things,terrified,"Customer :Yes, I watch the show. That is a bit scary though but not that much.
Agent :",The first episode was fine but I don't thik I will go past episode three. Im terrified.,
40195,I didn,t think I wold like super heroes,surprised,"Customer :wonder woman. She was fierce
Agent :","To be honest, it seemed quite childish for me",
