doc_id,prompt,response,emotion_raw,emotion_label
1114,I had the worst nightmare. I was being chased down the street by a maniac clown with a chainsaw. He was after me and the faster I ran the closer and closer he seemed to get. I woke up screaming and shaking.,i had the worst nightmare last night. i woke up screaming and shaking.,terrified,anxiety
1115,I borrowed money from a friend. He came last week to ask for his money. He was threating to break my leg if I don't pay him back.,i borrowed money from a friend. he came last week to ask for his money. he was threating to break my leg if i do not pay him back.,terrified,anxiety
1116,"I think I saw someone die today, I was so frightened.",oh how scary! what happened?,terrified,anxiety
1117,I woke up to a loud noise last night. Someone was trying to break in.,i woke up to a loud noise last night.,terrified,anxiety
1118," I hate scary movies, they scare me so much, especially jumpscares","i get that, the noises are just so loud your body cannot react to it well",terrified,anxiety
1119,"With Turkish currency Lira plummeting now, I am afraid the economic crisis in Turkey would spill to European markets too",i do not kow anything about that. what happened?,terrified,anxiety
1120,Last week I left home late for work. On my whole commute to work I was super worried that I was going to get there late.,last week there was one day when i left home late to go to work. i was so worried on the entire trip that i would get to work late!,terrified,anxiety
1121,I am really scared.  I moved into this new house and I swear to you it is haunted,"oh, my, god, i have lived in a haunted house before, what do you smell?",terrified,anxiety
1122,I can't elieve my daughter is starting highschool. I am so afraid and she thinks nothing of it',growing up is hard at every stage in a person is life,terrified,anxiety
1123,I almost got into an accident yesterday. It was terrifying.,"yes, i hate that so much. the sound of screeching and crushing metal is traumatizing.",terrified,anxiety
1124,I was terrified when I heard strange noises outside that seemed really close,that is never good. what was it?,terrified,anxiety
1125,I was driving on a busy street and my brakes went out. There were so many cars I thought I was going to crash. I was so scared.,i was able to use my emergency brake and avoid hitting anyone. it was touch and go though.,terrified,anxiety
1126,I went on an airplane and felt so scared. I hate flying!,"yeah, driving is sometimes not an option. how long is that flight? i hope short!",terrified,anxiety
1127,I remember the first time I went into a haunted house. I was so scared I had my head down the whole time.,did you see any ghosts?,terrified,anxiety
1128,I never could go to sleep as a kid. Too many monsters in the closet!,i never could go to sleep as a kid.,terrified,anxiety
1129,I heard a loud smashing sound from the kitchen.,yesterday i heard a loud sound coming from my kitchen,terrified,anxiety
1130,I am always afraid a comet with hit the earth.,when do you think it will happen?,terrified,anxiety
1131,I was afraid during the earthquake.,i was afraid during the earthquake.,terrified,anxiety
1132,"One time I saw a horror movie and I was afraid. But when the night came it was worst, I was remembering the movie and I could not get it out of my head.",i am such a scaredy cat when it comes to scary movies. what was the movie about?,terrified,anxiety
1133,I am scared that World War 3 may be near.,i am really worried that north korea may attack us.,terrified,anxiety
1134,My wife talked me into bungee jumping a couple weeks ago!  It was insane and I was scared out of my mind!,my wife talked me into bungee jumping a couple weeks ago! it was insane and i was scared out of my mind!,terrified,anxiety
1135,I was pretty scared when I wrecked my truck. I did not know if I was going to make it,i got pretty scared when i wrecked my truck. i was not sure i would be okay,terrified,anxiety
1136,I was so frightened when a black cat started following me home. I am very superstitious and though perhaps it was a shapeshifter.,it was so creepy when i saw a black cat following me on my walk. i was scared it was a shapeshifter.,terrified,anxiety
1137,I was working late at a fast food place years ago.  Two robbers came in and held us up at gunpoint.  They pistol whipped the manager and locked us in the walk in.,"yes, they even pistol whipped the manager.",terrified,anxiety
1138,I am terrified of the sea. I hate sharks,i hate sharks and not knowing what is down there in the deep blue sea. the thought of being stranded in the ocean terrifies me,terrified,anxiety
