emotion,user_message,assistant_reply,bad_reply,self_focused,empathetic
hopeful,"I was. And, yes, it did. I am so glad it did. I guess it's true what they say about the power of positive thinking.",Very true! I'm glad it worked for you,False,False,True
trusting,He's 18 months. It went pretty well! I think it was worse for me than him haha,I bet it was! I am glad you survived. lol,False,False,True
sentimental,I've been talk to someone for quite a while and we finally expressed feeling for each other.,That's wonderful! Do they feel the same way?,False,False,True
ashamed,"i got a awful haircut today, all i can do is put on a hat. just burns me up.","I bet, I'm sorry you got one. All I can recommend is cutting it shorter and let it grow back out. Or find a cool hat.",False,False,True
angry,My mom got scammed out of hundreds of dollars.,Dude! That sucks! I am so sorry about that. What happened?,False,False,True
disappointed,I was so sad growing up. I always wanted a horse and my parents never got me one.,"That's too bad, did you ever get to ride horses at all?",False,False,True
sentimental,Some one broke into my hose and stole a old record player I had.,wow that must be scary to have someone break into your house,False,False,True
sentimental,No not really but record player was my moms and it was all I had that was hers and I miss it alot.,"so you had a sentimental attachment to it, i understand but as long as you weren't harm",False,False,True
disgusted,Grrr! I just found out someone got my credit card info. They charged a couple of hundreds of dollars on it.,"oh my gosh, did you actually lose the card?",False,False,True
faithful,"I have been married and had someone hit on me recently, he was pretty good looking","Oh, you go girl! What did you do?",False,False,True
faithful,"Awww, what a sweet woman you are. There aren't too many like you out there anymore.","You have to think about your family, your kids, all of those you would hurt, for what?",False,False,True
annoyed,"Oh wow! I would be furious, to say the least",Right? I'd barely used it! Luckily the store agreed to replace it.,False,False,True
anxious,I had to have some blood work recently to see if I had cancer... It was so nerve wracking waiting for the results.,"oh that is terrible, it feels like your life is changing so fast, did everything turn out ok?",False,False,True
apprehensive,"it wasent my home, but a strangers home, I knocked on the door and a very large tattooed man answered",Oh no! That sounds scary.,False,False,True
disgusted,I got spayed in the face with wound juices,That is really gross. How did that happen??,False,False,True
confident,"I love playing table tennis, so I was pretty sure I was going to beat my Dad last time I played him.",Table tennis is a wonderful game. Did you beat him?,False,False,True
confident,"No I lost, but it was a close game! Haha, it can be a good workout when it gets really competitive!","Aw, I'm sorry you didn't win. Maybe next time.",False,False,True
guilty,Oh my goodness! I was really stressed out the other night and ate a whole container of ice cream by myself.,A delicious delicacy! Why were you stressed?,False,False,True
guilty,I had a really hard test coming up and was afraid I wasn't going to pass it. I felt so bad afterwards eating all that ice cream.,Oh! Bummer. Yeah stress gets to me too! Did you end up passing it?,False,False,True
trusting,I let my dog off the leash in the park the other day and he never strayed too far from me the whole time. He came any time I called him and is such a good boy!,That sounds like a great dog! what bread is he?,False,False,True
anxious,I feel nervous most of the time but when my regional boss comes into town it gets pretty bad,Oh that sounds awful. Just makes things worse when they show up?,False,False,True
faithful,A coworker of the opposite sex was recently hitting on me and trying to get me to cheat on my partner.,"Oh, that little rat! That was not nice of him. What did you do?",False,False,True
disappointed,I felt sad that I was not asked to be the bridesmaid at a close friends wedding,"That is unfortunate, how long have you been friends with this person?",False,False,True
disappointed,We have been friends for about 5 years now. I was happy for her. Just shocked at the situation,There is surely a reason why. Did she have many family members as bridesmaids?,False,False,True
apprehensive,The other day I wasn't too sure about letting my dog off his leash but he seemed to be doing really well recently so I let him off and he was quite obedient and never strayed too far away from me!,You are so lucky ! I still keep my 9 month old fur baby on a leash. What breed is your dog ?,False,False,True
